build_id;title_id;version;name;source
0A48F84C66806A05;0100216025F8C000;1.0.1;Morkull Ascend to the Gods;db
1C3DC922890CBC22;0100A1301EECC000;1.0.5;Morkull Ragast's Rage;db
A757CC723F059240;0100776003F0C000;1.2.0;Morphite;db
A446D1E967710943;01006560184E6000;1.3.0;Mortal Kombat 1;extracted
0A62BA391B96F85A;0100F2200C984000;1.5.0;Mortal Kombat 11;db
253CE7FF39EA6DD8;0100F2200C984000;1.14.0;Mortal Kombat 11;db
42F093AFB5ED34E2;0100F2200C984000;1.2.0;Mortal Kombat 11;db
452A442F3D18086D;0100F2200C984000;1.4.0;Mortal Kombat 11;db
5CC95226DBAAAE04;0100F2200C984000;1.11.0;Mortal Kombat 11;db
600436311AFC7F24;0100F2200C984000;1.3.0;Mortal Kombat 11;db
618A891E4A49D835;0100F2200C984000;1.13.0;Mortal Kombat 11;db
6EE15D1E9BC5CE90;0100F2200C984000;1.6.0;Mortal Kombat 11;db
7DD420A59EE310DD;0100F2200C984000;1.10.0;Mortal Kombat 11;db
DFE3C7C2880CE91D;0100F2200C984000;1.12.0;Mortal Kombat 11;db
4F7AB1A3EEFC7EB2;0100F2200C984000;1.0.26;Mortal Kombat 11;db
BE2D1A84420113EC;0100154019A7C000;1.0.1;Mortal Shell;db
3B1F3C4E8D93B74A;0100D9C00AA52000;1.0.0;Mother Russia Bleeds;db
ABE660DAD08E32AA;010065D018172000;1.2.999;Moving Out 2 1.2.280;db
1F7E1CEF42EE2E07;01005D301EBA2000;1.4.9;MULLET MADJACK 1.4.7;db
61A564531B665643;01008E200C5C2000;1.1.0;Muse Dash;db
F0A41E3FA690C049;01008E200C5C2000;3.0.0;Muse Dash;db
50771111093285F8;010045800FBD0000;1.0.8;MushihimeSama;db
B1B728101DD359DA;0100E6B00DEA4000;1.4.0;Mutant Year Zero: Road to Eden - Deluxe Edition;db
EB33B25F08668B19;0100E6B00DEA4000;1.2.0;Mutant Year Zero: Road to Eden - Deluxe Edition;db
11428E3E3BEC214E;010031200B94C000;1.3.0;My Friend Pedro;db
CC7797E4EF90C248;010031200B94C000;1.1.0;My Friend Pedro;db
6B8A78EA6780099A;01007E700DBF6000;1.1.0;MY HERO ONE'S JUSTICE 2;db
0F91DA8517FF2C47;0100E25008E68000;1.7.0;My Time at Portia;db
5A8D16ACE656D54B;0100E25008E68000;1.2.0;My Time at Portia;db
5FC2C9CE6C79D64A;0100E25008E68000;1.5.0;My Time at Portia;db
7A11FEE67D77DF44;0100E25008E68000;1.6.0;My Time at Portia;db
981A2D07E0947446;0100E25008E68000;1.4.0;My Time at Portia;db
DD16F4688AB7004B;0100E25008E68000;1.3.0;My Time at Portia;db
64E05DC7E63FE962;0100B63016916000;1.0.4;My Time at Sandrock;db
9D0E5974DB5793BE;0100F86025940000;1.0.0;Mystic Explorer;db
93EB061008CD762B;0100FFB015C6E000;1.0.0;Mystik Belle Enchanted Edition;db
F6673B1867314301;010006B018F48000;1.0.1.2;MythForce;db
957532ED0D78F681;010006B018F48000;1.0.1.0;MythForce;db
188F1ED1673FACBD;010072B00BDDE000;1.3.0;Narcos: Rise of the Cartels;db
D9C42D45D9850C58;0100D2D0190A4000;1.0.1;NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS;extracted
902C6F8BFCB2E06F;0100D9701A266000;1.0.0;NASCAR Arcade Rush;db
